Invoice_ID,Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Sales,Cost,Profit,Region,Payment_Method,Year,Month,Month_Name,Month_Year,Quarter,Weekday,Week_Number,Profit_Margin_%,Revenue_Per_Unit,Is_Weekend,High_Value_Order
INV00250,2023-11-10,CUST1019,Product9623,Baby Powder,Baby & Mother Care,6,1079.67,6478.02,4345.55,2132.47,Central Branch,Insurance,2023,11,Nov,Nov-2023,Q4,Friday,45,32.92,1079.67,False,True
INV00251,2023-05-26,CUST1047,Product2019,Pulse Oximeter,Medical Devices,6,1350.22,8101.32,6182.9,1918.42,West Branch,Cash,2023,5,May,May-2023,Q2,Friday,21,23.68,1350.22,False,True
INV00252,2023-08-28,CUST1075,Product4471,Baby Food 200G,Baby & Mother Care,1,701.32,701.32,485.85,215.47,East Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Monday,35,30.72,701.32,False,False
INV00253,2023-04-17,CUST1081,Product9186,Digital Thermometer,Medical Devices,4,1459.15,5836.6,4570.63,1265.97,North Branch,Upi,2023,4,Apr,Apr-2023,Q2,Monday,16,21.69,1459.15,False,True
INV00254,2023-03-10,CUST1049,Product9895,Glucometer,Medical Devices,5,479.64,2398.2,1629.47,768.73,Central Branch,Upi,2023,3,Mar,Mar-2023,Q1,Friday,10,32.05,479.64,False,False
INV00255,2023-10-22,CUST1129,Product3839,Pulse Oximeter,Medical Devices,6,2319.75,13918.5,11691.98,2226.52,South Branch,Debit Card,2023,10,Oct,Oct-2023,Q4,Sunday,42,16.0,2319.75,True,True
INV00256,2023-12-30,CUST1031,Product2619,Amlodipine 5Mg,Prescription Drugs,6,124.11,744.66,628.47,116.19,West Branch,Cash,2023,12,Dec,Dec-2023,Q4,Saturday,52,15.6,124.11,True,False
INV00257,2023-12-08,CUST1014,Product1631,Amlodipine 5Mg,Prescription Drugs,5,133.1,665.5,579.56,85.94,West Branch,Debit Card,2023,12,Dec,Dec-2023,Q4,Friday,49,12.91,133.1,False,False
INV00258,2023-02-13,CUST1107,Product3643,Ors Sachets,Otc Medicines,7,168.41,1178.87,759.97,418.9,North Branch,Upi,2023,2,Feb,Feb-2023,Q1,Monday,7,35.53,168.41,False,False
INV00259,2023-01-07,CUST1148,Product6591,Ibuprofen 400Mg,Otc Medicines,3,65.95,197.85,137.21,60.64,South Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Saturday,1,30.65,65.95,True,False
INV00260,2023-05-22,CUST1058,Product7164,Turmeric Capsules,Herbal & Ayurvedic,5,107.17,535.85,366.35,169.5,North Branch,Upi,2023,5,May,May-2023,Q2,Monday,21,31.63,107.17,False,False
INV00261,2023-11-01,CUST1089,Product7588,Cough Syrup,Otc Medicines,3,259.3,777.9,592.57,185.33,East Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Wednesday,44,23.82,259.3,False,False
INV00262,2023-11-23,CUST1061,Product1572,Amoxicillin 500Mg,Prescription Drugs,2,634.41,1268.82,1031.7,237.12,North Branch,Cash,2023,11,Nov,Nov-2023,Q4,Thursday,47,18.69,634.41,False,False
INV00263,2023-06-26,CUST1098,Product4648,Antacid Syrup,Otc Medicines,2,199.04,398.08,255.43,142.65,North Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Monday,26,35.83,199.04,False,False
INV00264,2023-03-07,CUST1144,Product4750,Cough Syrup,Otc Medicines,5,332.08,1660.4,1046.06,614.34,South Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Tuesday,10,37.0,332.08,False,False
INV00265,2023-05-18,CUST1063,Product6055,Breast Pump,Baby & Mother Care,7,827.25,5790.75,3814.48,1976.27,East Branch,Debit Card,2023,5,May,May-2023,Q2,Thursday,20,34.13,827.25,False,True
INV00266,2023-08-02,CUST1092,Product1781,Tulsi Drops,Herbal & Ayurvedic,4,363.32,1453.28,880.05,573.23,Central Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Wednesday,31,39.44,363.32,False,False
INV00267,2023-03-07,CUST1044,Product8264,Protein Powder,Supplements & Vitamins,1,738.19,738.19,415.1,323.09,North Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Tuesday,10,43.77,738.19,False,False
INV00268,2023-03-30,CUST1147,Product7852,Antacid Syrup,Otc Medicines,3,54.81,164.43,109.95,54.48,East Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Thursday,13,33.13,54.81,False,False
INV00269,2023-10-24,CUST1085,Product8239,Calcium + D3,Supplements & Vitamins,4,699.5,2798.0,1897.65,900.35,West Branch,Upi,2023,10,Oct,Oct-2023,Q4,Tuesday,43,32.18,699.5,False,False
INV00270,2023-07-29,CUST1012,Product3822,Ashwagandha Tablets,Herbal & Ayurvedic,7,181.84,1272.88,730.25,542.63,South Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Saturday,30,42.63,181.84,True,False
INV00271,2023-08-08,CUST1124,Product1687,Protein Powder,Supplements & Vitamins,3,1092.05,3276.15,2318.81,957.34,North Branch,Upi,2023,8,Aug,Aug-2023,Q3,Tuesday,32,29.22,1092.05,False,True
INV00272,2023-10-02,CUST1139,Product8183,Protein Powder,Supplements & Vitamins,4,988.52,3954.08,2008.91,1945.17,North Branch,Insurance,2023,10,Oct,Oct-2023,Q4,Monday,40,49.19,988.52,False,True
INV00273,2023-09-26,CUST1102,Product2529,Ciprofloxacin 500Mg,Prescription Drugs,5,837.76,4188.8,3238.5,950.3,South Branch,Insurance,2023,9,Sep,Sep-2023,Q3,Tuesday,39,22.69,837.76,False,True
INV00274,2023-05-11,CUST1025,Product8833,Giloy Juice,Herbal & Ayurvedic,7,147.51,1032.57,642.28,390.29,North Branch,Insurance,2023,5,May,May-2023,Q2,Thursday,19,37.8,147.51,False,False
INV00275,2023-09-22,CUST1134,Product8544,Teething Gel,Baby & Mother Care,5,1463.37,7316.85,5506.89,1809.96,West Branch,Credit Card,2023,9,Sep,Sep-2023,Q3,Friday,38,24.74,1463.37,False,True
INV00276,2023-08-04,CUST1076,Product5079,Omega-3 Capsules,Supplements & Vitamins,7,834.25,5839.75,3921.3,1918.45,South Branch,Debit Card,2023,8,Aug,Aug-2023,Q3,Friday,31,32.85,834.25,False,True
INV00277,2023-06-29,CUST1051,Product6433,Pulse Oximeter,Medical Devices,2,622.04,1244.08,997.78,246.3,South Branch,Cash,2023,6,Jun,Jun-2023,Q2,Thursday,26,19.8,622.04,False,False
INV00278,2023-11-21,CUST1094,Product8950,Multivitamin Tablets,Supplements & Vitamins,7,801.97,5613.79,3715.8,1897.99,West Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Tuesday,47,33.81,801.97,False,True
INV00279,2023-03-07,CUST1047,Product2958,Calcium + D3,Supplements & Vitamins,1,282.58,282.58,164.17,118.41,East Branch,Insurance,2023,3,Mar,Mar-2023,Q1,Tuesday,10,41.9,282.58,False,False
INV00280,2023-12-09,CUST1047,Product6925,Baby Diaper Pack,Baby & Mother Care,4,433.51,1734.04,1131.62,602.42,East Branch,Insurance,2023,12,Dec,Dec-2023,Q4,Saturday,49,34.74,433.51,True,False
INV00281,2023-10-29,CUST1145,Product5646,Turmeric Capsules,Herbal & Ayurvedic,5,97.26,486.3,345.32,140.98,West Branch,Insurance,2023,10,Oct,Oct-2023,Q4,Sunday,43,28.99,97.26,True,False
INV00282,2023-08-13,CUST1091,Product2377,Atorvastatin 20Mg,Prescription Drugs,4,592.04,2368.16,1985.36,382.8,East Branch,Debit Card,2023,8,Aug,Aug-2023,Q3,Sunday,32,16.16,592.04,True,False
INV00283,2023-02-04,CUST1084,Product9472,Teething Gel,Baby & Mother Care,6,1313.1,7878.6,5599.09,2279.51,East Branch,Debit Card,2023,2,Feb,Feb-2023,Q1,Saturday,5,28.93,1313.1,True,True
INV00284,2023-03-24,CUST1019,Product8880,Baby Lotion,Baby & Mother Care,6,506.45,3038.7,1970.09,1068.61,East Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Friday,12,35.17,506.45,False,False
INV00285,2023-09-08,CUST1019,Product3990,Hand Sanitizer,Cosmetics & Skincare,5,772.11,3860.55,2001.05,1859.5,West Branch,Cash,2023,9,Sep,Sep-2023,Q3,Friday,36,48.17,772.11,False,True
INV00286,2023-10-13,CUST1120,Product2762,Aloe Vera Gel,Cosmetics & Skincare,6,140.19,841.14,574.43,266.71,North Branch,Cash,2023,10,Oct,Oct-2023,Q4,Friday,41,31.71,140.19,False,False
INV00287,2023-03-09,CUST1105,Product8804,Atorvastatin 20Mg,Prescription Drugs,6,652.26,3913.56,3413.79,499.77,West Branch,Credit Card,2023,3,Mar,Mar-2023,Q1,Thursday,10,12.77,652.26,False,True
INV00288,2023-01-16,CUST1012,Product6154,Teething Gel,Baby & Mother Care,1,1484.86,1484.86,1031.63,453.23,Central Branch,Cash,2023,1,Jan,Jan-2023,Q1,Monday,3,30.52,1484.86,False,False
INV00289,2023-10-31,CUST1137,Product5577,B-Complex,Supplements & Vitamins,2,752.02,1504.04,880.31,623.73,West Branch,Upi,2023,10,Oct,Oct-2023,Q4,Tuesday,44,41.47,752.02,False,False
INV00290,2023-03-17,CUST1026,Product7748,Omeprazole 20Mg,Prescription Drugs,7,411.43,2880.01,2388.36,491.65,North Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Friday,11,17.07,411.43,False,False
INV00291,2023-06-28,CUST1028,Product1771,Baby Food 200G,Baby & Mother Care,3,734.44,2203.32,1459.13,744.19,West Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Wednesday,26,33.78,734.44,False,False
INV00292,2023-06-11,CUST1001,Product5005,Breast Pump,Baby & Mother Care,5,1459.66,7298.3,5601.19,1697.11,East Branch,Cash,2023,6,Jun,Jun-2023,Q2,Sunday,23,23.25,1459.66,True,True
INV00293,2023-09-19,CUST1136,Product4451,Teething Gel,Baby & Mother Care,1,124.03,124.03,100.72,23.31,South Branch,Debit Card,2023,9,Sep,Sep-2023,Q3,Tuesday,38,18.79,124.03,False,False
INV00294,2023-05-22,CUST1084,Product6808,Paracetamol 500Mg,Otc Medicines,1,129.34,129.34,91.0,38.34,East Branch,Upi,2023,5,May,May-2023,Q2,Monday,21,29.64,129.34,False,False
INV00295,2023-05-16,CUST1124,Product5697,Nebulizer,Medical Devices,6,3033.24,18199.44,15289.36,2910.08,East Branch,Insurance,2023,5,May,May-2023,Q2,Tuesday,20,15.99,3033.24,False,True
INV00296,2023-12-29,CUST1088,Product5912,Tulsi Drops,Herbal & Ayurvedic,5,377.47,1887.35,1249.59,637.76,North Branch,Cash,2023,12,Dec,Dec-2023,Q4,Friday,52,33.79,377.47,False,False
INV00297,2023-02-10,CUST1147,Product6002,Amoxicillin 500Mg,Prescription Drugs,5,345.82,1729.1,1381.23,347.87,Central Branch,Debit Card,2023,2,Feb,Feb-2023,Q1,Friday,6,20.12,345.82,False,False
INV00298,2023-01-19,CUST1109,Product7588,Knee Support,Medical Devices,6,828.65,4971.9,3838.43,1133.47,West Branch,Upi,2023,1,Jan,Jan-2023,Q1,Thursday,3,22.8,828.65,False,True
INV00299,2023-01-08,CUST1087,Product4741,Omeprazole 20Mg,Prescription Drugs,2,815.4,1630.8,1220.83,409.97,North Branch,Debit Card,2023,1,Jan,Jan-2023,Q1,Sunday,1,25.14,815.4,True,False
INV00300,2023-05-26,CUST1127,Product9611,Knee Support,Medical Devices,7,429.79,3008.53,2032.8,975.73,South Branch,Insurance,2023,5,May,May-2023,Q2,Friday,21,32.43,429.79,False,False
INV00301,2023-04-23,CUST1122,Product8922,Cough Syrup,Otc Medicines,3,216.79,650.37,448.81,201.56,North Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Sunday,16,30.99,216.79,True,False
INV00302,2023-07-21,CUST1075,Product5658,Ashwagandha Tablets,Herbal & Ayurvedic,7,294.59,2062.13,1302.02,760.11,South Branch,Debit Card,2023,7,Jul,Jul-2023,Q3,Friday,29,36.86,294.59,False,False
INV00303,2023-06-04,CUST1093,Product1386,Baby Diaper Pack,Baby & Mother Care,1,332.96,332.96,261.58,71.38,Central Branch,Credit Card,2023,6,Jun,Jun-2023,Q2,Sunday,22,21.44,332.96,True,False
INV00304,2023-08-23,CUST1101,Product5669,Baby Lotion,Baby & Mother Care,1,1078.94,1078.94,769.83,309.11,North Branch,Upi,2023,8,Aug,Aug-2023,Q3,Wednesday,34,28.65,1078.94,False,False
INV00305,2023-10-21,CUST1107,Product7563,Ciprofloxacin 500Mg,Prescription Drugs,7,439.29,3075.03,2304.19,770.84,West Branch,Upi,2023,10,Oct,Oct-2023,Q4,Saturday,42,25.07,439.29,True,False
INV00306,2023-01-30,CUST1098,Product2823,Protein Powder,Supplements & Vitamins,7,719.66,5037.62,2692.93,2344.69,West Branch,Insurance,2023,1,Jan,Jan-2023,Q1,Monday,5,46.54,719.66,False,True
INV00307,2023-01-23,CUST1057,Product2141,Calcium + D3,Supplements & Vitamins,4,758.23,3032.92,1698.93,1333.99,East Branch,Credit Card,2023,1,Jan,Jan-2023,Q1,Monday,4,43.98,758.23,False,False
INV00308,2023-06-05,CUST1056,Product5928,Hand Sanitizer,Cosmetics & Skincare,1,444.36,444.36,254.21,190.15,Central Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Monday,23,42.79,444.36,False,False
INV00309,2023-05-06,CUST1113,Product2829,Ciprofloxacin 500Mg,Prescription Drugs,4,341.62,1366.48,1089.41,277.07,East Branch,Cash,2023,5,May,May-2023,Q2,Saturday,18,20.28,341.62,True,False
INV00310,2023-01-31,CUST1109,Product7980,Bp Monitor,Medical Devices,4,2156.71,8626.84,6367.15,2259.69,West Branch,Cash,2023,1,Jan,Jan-2023,Q1,Tuesday,5,26.19,2156.71,False,True
INV00311,2023-06-04,CUST1051,Product3309,Baby Powder,Baby & Mother Care,3,1450.34,4351.02,3233.5,1117.52,East Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Sunday,22,25.68,1450.34,True,True
INV00312,2023-05-02,CUST1124,Product9036,Protein Powder,Supplements & Vitamins,7,662.24,4635.68,3326.05,1309.63,Central Branch,Upi,2023,5,May,May-2023,Q2,Tuesday,18,28.25,662.24,False,True
INV00313,2023-10-12,CUST1126,Product6619,Zinc Tablets,Supplements & Vitamins,6,783.09,4698.54,2552.83,2145.71,Central Branch,Debit Card,2023,10,Oct,Oct-2023,Q4,Thursday,41,45.67,783.09,False,True
INV00314,2023-11-01,CUST1109,Product5916,Omeprazole 20Mg,Prescription Drugs,6,496.88,2981.28,2550.0,431.28,Central Branch,Credit Card,2023,11,Nov,Nov-2023,Q4,Wednesday,44,14.47,496.88,False,False
INV00315,2023-04-19,CUST1085,Product1382,Zinc Tablets,Supplements & Vitamins,3,523.99,1571.97,854.05,717.92,East Branch,Credit Card,2023,4,Apr,Apr-2023,Q2,Wednesday,16,45.67,523.99,False,False
INV00316,2023-04-02,CUST1141,Product7652,Antiseptic Cream,Cosmetics & Skincare,4,673.02,2692.08,1517.78,1174.3,Central Branch,Debit Card,2023,4,Apr,Apr-2023,Q2,Sunday,13,43.62,673.02,True,False
INV00317,2023-06-01,CUST1085,Product3567,Atorvastatin 20Mg,Prescription Drugs,4,311.38,1245.52,1031.13,214.39,South Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Thursday,22,17.21,311.38,False,False
INV00318,2023-03-05,CUST1098,Product9458,Antiseptic Cream,Cosmetics & Skincare,1,583.16,583.16,275.99,307.17,East Branch,Upi,2023,3,Mar,Mar-2023,Q1,Sunday,9,52.67,583.16,True,False
INV00319,2023-01-05,CUST1046,Product1882,Baby Food 200G,Baby & Mother Care,7,1320.56,9243.92,7338.47,1905.45,North Branch,Insurance,2023,1,Jan,Jan-2023,Q1,Thursday,1,20.61,1320.56,False,True
INV00320,2023-07-02,CUST1102,Product9125,Omega-3 Capsules,Supplements & Vitamins,4,657.58,2630.32,1404.89,1225.43,South Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Sunday,26,46.59,657.58,True,False
INV00321,2023-08-30,CUST1082,Product5699,Turmeric Capsules,Herbal & Ayurvedic,3,345.86,1037.58,691.82,345.76,North Branch,Debit Card,2023,8,Aug,Aug-2023,Q3,Wednesday,35,33.32,345.86,False,False
INV00322,2023-06-12,CUST1081,Product3384,Zinc Tablets,Supplements & Vitamins,7,770.98,5396.86,2959.38,2437.48,North Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Monday,24,45.16,770.98,False,True
INV00323,2023-11-21,CUST1031,Product9182,Amoxicillin 500Mg,Prescription Drugs,3,320.16,960.48,805.87,154.61,Central Branch,Upi,2023,11,Nov,Nov-2023,Q4,Tuesday,47,16.1,320.16,False,False
INV00324,2023-10-25,CUST1035,Product1695,Ors Sachets,Otc Medicines,5,30.08,150.4,94.09,56.31,Central Branch,Insurance,2023,10,Oct,Oct-2023,Q4,Wednesday,43,37.44,30.08,False,False
INV00325,2023-09-21,CUST1071,Product9733,Baby Diaper Pack,Baby & Mother Care,6,132.23,793.38,492.24,301.14,South Branch,Cash,2023,9,Sep,Sep-2023,Q3,Thursday,38,37.96,132.23,False,False
INV00326,2023-02-06,CUST1128,Product9392,Giloy Juice,Herbal & Ayurvedic,1,257.73,257.73,163.51,94.22,Central Branch,Upi,2023,2,Feb,Feb-2023,Q1,Monday,6,36.56,257.73,False,False
INV00327,2023-01-23,CUST1128,Product8427,Ashwagandha Tablets,Herbal & Ayurvedic,4,444.02,1776.08,1342.69,433.39,North Branch,Credit Card,2023,1,Jan,Jan-2023,Q1,Monday,4,24.4,444.02,False,False
INV00328,2023-07-07,CUST1034,Product3092,Maternity Pads,Baby & Mother Care,6,542.47,3254.82,2311.49,943.33,Central Branch,Upi,2023,7,Jul,Jul-2023,Q3,Friday,27,28.98,542.47,False,True
INV00329,2023-05-25,CUST1124,Product8823,Glucometer,Medical Devices,3,3080.62,9241.86,6595.46,2646.4,South Branch,Credit Card,2023,5,May,May-2023,Q2,Thursday,21,28.63,3080.62,False,True
INV00330,2023-04-21,CUST1039,Product3951,Breast Pump,Baby & Mother Care,2,220.6,441.2,326.23,114.97,West Branch,Credit Card,2023,4,Apr,Apr-2023,Q2,Friday,16,26.06,220.6,False,False
INV00331,2023-08-19,CUST1145,Product6789,Chyawanprash 500G,Herbal & Ayurvedic,6,218.41,1310.46,1015.52,294.94,Central Branch,Cash,2023,8,Aug,Aug-2023,Q3,Saturday,33,22.51,218.41,True,False
INV00332,2023-10-08,CUST1010,Product8651,Nebulizer,Medical Devices,5,986.81,4934.05,3783.31,1150.74,North Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Sunday,40,23.32,986.81,True,True
INV00333,2023-02-22,CUST1059,Product6590,Breast Pump,Baby & Mother Care,4,1062.01,4248.04,3277.85,970.19,West Branch,Upi,2023,2,Feb,Feb-2023,Q1,Wednesday,8,22.84,1062.01,False,True
INV00334,2023-09-05,CUST1105,Product8758,Antacid Syrup,Otc Medicines,7,72.35,506.45,315.82,190.63,South Branch,Debit Card,2023,9,Sep,Sep-2023,Q3,Tuesday,36,37.64,72.35,False,False
INV00335,2023-04-06,CUST1008,Product7056,Ciprofloxacin 500Mg,Prescription Drugs,1,473.57,473.57,413.19,60.38,North Branch,Credit Card,2023,4,Apr,Apr-2023,Q2,Thursday,14,12.75,473.57,False,False
INV00336,2023-05-19,CUST1107,Product5232,Baby Food 200G,Baby & Mother Care,4,1142.45,4569.8,3458.18,1111.62,North Branch,Cash,2023,5,May,May-2023,Q2,Friday,20,24.33,1142.45,False,True
INV00337,2023-11-03,CUST1112,Product7091,Omega-3 Capsules,Supplements & Vitamins,4,750.4,3001.6,1570.44,1431.16,Central Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Friday,44,47.68,750.4,False,False
INV00338,2023-11-12,CUST1120,Product8094,Protein Powder,Supplements & Vitamins,1,871.37,871.37,545.95,325.42,East Branch,Cash,2023,11,Nov,Nov-2023,Q4,Sunday,45,37.35,871.37,True,False
INV00339,2023-04-11,CUST1011,Product6904,Vitamin C 500Mg,Otc Medicines,7,103.9,727.3,454.49,272.81,North Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Tuesday,15,37.51,103.9,False,False
INV00340,2023-07-30,CUST1042,Product2124,Hair Oil,Cosmetics & Skincare,1,273.54,273.54,184.27,89.27,West Branch,Upi,2023,7,Jul,Jul-2023,Q3,Sunday,30,32.64,273.54,True,False
INV00341,2023-05-26,CUST1105,Product6574,Maternity Pads,Baby & Mother Care,4,1314.83,5259.32,3811.99,1447.33,East Branch,Insurance,2023,5,May,May-2023,Q2,Friday,21,27.52,1314.83,False,True
INV00342,2023-01-16,CUST1054,Product3005,Omeprazole 20Mg,Prescription Drugs,2,505.09,1010.18,821.75,188.43,North Branch,Cash,2023,1,Jan,Jan-2023,Q1,Monday,3,18.65,505.09,False,False
INV00343,2023-08-04,CUST1003,Product7469,Amlodipine 5Mg,Prescription Drugs,5,660.6,3303.0,2887.65,415.35,West Branch,Credit Card,2023,8,Aug,Aug-2023,Q3,Friday,31,12.57,660.6,False,True
INV00344,2023-03-06,CUST1013,Product8480,Hand Sanitizer,Cosmetics & Skincare,5,561.65,2808.25,1637.1,1171.15,West Branch,Upi,2023,3,Mar,Mar-2023,Q1,Monday,10,41.7,561.65,False,False
INV00345,2023-02-22,CUST1102,Product2815,Azithromycin 500Mg,Prescription Drugs,6,477.21,2863.26,2397.08,466.18,South Branch,Upi,2023,2,Feb,Feb-2023,Q1,Wednesday,8,16.28,477.21,False,False
INV00346,2023-04-21,CUST1116,Product8703,Ors Sachets,Otc Medicines,1,61.04,61.04,43.78,17.26,North Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Friday,16,28.28,61.04,False,False
INV00347,2023-08-18,CUST1119,Product4227,Glucometer,Medical Devices,1,3383.2,3383.2,2524.52,858.68,North Branch,Insurance,2023,8,Aug,Aug-2023,Q3,Friday,33,25.38,3383.2,False,True
INV00348,2023-06-30,CUST1134,Product5063,Ashwagandha Tablets,Herbal & Ayurvedic,4,587.53,2350.12,1765.23,584.89,South Branch,Debit Card,2023,6,Jun,Jun-2023,Q2,Friday,26,24.89,587.53,False,False
INV00349,2023-11-09,CUST1117,Product5579,Digital Thermometer,Medical Devices,1,2664.88,2664.88,2146.15,518.73,West Branch,Debit Card,2023,11,Nov,Nov-2023,Q4,Thursday,45,19.47,2664.88,False,False
INV00350,2023-11-27,CUST1045,Product9835,Knee Support,Medical Devices,4,3010.59,12042.36,10179.18,1863.18,North Branch,Cash,2023,11,Nov,Nov-2023,Q4,Monday,48,15.47,3010.59,False,True
INV00351,2023-07-24,CUST1004,Product6223,Protein Powder,Supplements & Vitamins,1,1134.25,1134.25,679.62,454.63,West Branch,Insurance,2023,7,Jul,Jul-2023,Q3,Monday,30,40.08,1134.25,False,False
INV00352,2023-11-27,CUST1017,Product6690,Ciprofloxacin 500Mg,Prescription Drugs,5,488.67,2443.35,1895.67,547.68,West Branch,Cash,2023,11,Nov,Nov-2023,Q4,Monday,48,22.42,488.67,False,False
INV00353,2023-10-28,CUST1104,Product6102,Antacid Syrup,Otc Medicines,7,66.46,465.22,314.26,150.96,East Branch,Debit Card,2023,10,Oct,Oct-2023,Q4,Saturday,43,32.45,66.46,True,False
INV00354,2023-02-21,CUST1047,Product9350,Neem Capsules,Herbal & Ayurvedic,3,215.15,645.45,452.21,193.24,West Branch,Cash,2023,2,Feb,Feb-2023,Q1,Tuesday,8,29.94,215.15,False,False
INV00355,2023-03-25,CUST1054,Product2696,Azithromycin 500Mg,Prescription Drugs,2,611.37,1222.74,893.95,328.79,West Branch,Cash,2023,3,Mar,Mar-2023,Q1,Saturday,12,26.89,611.37,True,False
INV00356,2023-05-02,CUST1134,Product3645,Ors Sachets,Otc Medicines,3,271.16,813.48,593.15,220.33,Central Branch,Upi,2023,5,May,May-2023,Q2,Tuesday,18,27.08,271.16,False,False
INV00357,2023-08-10,CUST1008,Product1492,Baby Lotion,Baby & Mother Care,6,874.28,5245.68,3847.37,1398.31,East Branch,Upi,2023,8,Aug,Aug-2023,Q3,Thursday,32,26.66,874.28,False,True
INV00358,2023-02-19,CUST1070,Product3743,Iron Supplement,Supplements & Vitamins,1,293.85,293.85,147.29,146.56,East Branch,Insurance,2023,2,Feb,Feb-2023,Q1,Sunday,7,49.88,293.85,True,False
INV00359,2023-03-30,CUST1055,Product1619,Omega-3 Capsules,Supplements & Vitamins,6,748.02,4488.12,3074.88,1413.24,South Branch,Debit Card,2023,3,Mar,Mar-2023,Q1,Thursday,13,31.49,748.02,False,True
INV00360,2023-10-26,CUST1008,Product4212,Protein Powder,Supplements & Vitamins,3,522.79,1568.37,902.47,665.9,Central Branch,Credit Card,2023,10,Oct,Oct-2023,Q4,Thursday,43,42.46,522.79,False,False
INV00361,2023-02-08,CUST1084,Product6973,Ors Sachets,Otc Medicines,4,101.62,406.48,273.1,133.38,North Branch,Debit Card,2023,2,Feb,Feb-2023,Q1,Wednesday,6,32.81,101.62,False,False
INV00362,2023-04-11,CUST1104,Product3369,Heating Pad,Medical Devices,4,338.73,1354.92,1149.23,205.69,West Branch,Insurance,2023,4,Apr,Apr-2023,Q2,Tuesday,15,15.18,338.73,False,False
INV00363,2023-12-30,CUST1010,Product3787,Giloy Juice,Herbal & Ayurvedic,6,302.93,1817.58,1405.52,412.06,Central Branch,Upi,2023,12,Dec,Dec-2023,Q4,Saturday,52,22.67,302.93,True,False
INV00364,2023-06-09,CUST1071,Product4824,Azithromycin 500Mg,Prescription Drugs,7,788.04,5516.28,3977.67,1538.61,North Branch,Upi,2023,6,Jun,Jun-2023,Q2,Friday,23,27.89,788.04,False,True
INV00365,2023-04-23,CUST1017,Product5369,Iron Supplement,Supplements & Vitamins,4,941.98,3767.92,1960.8,1807.12,East Branch,Credit Card,2023,4,Apr,Apr-2023,Q2,Sunday,16,47.96,941.98,True,True
INV00366,2023-11-20,CUST1001,Product9345,Pulse Oximeter,Medical Devices,5,2105.04,10525.2,8191.6,2333.6,North Branch,Credit Card,2023,11,Nov,Nov-2023,Q4,Monday,47,22.17,2105.04,False,True
INV00367,2023-02-10,CUST1122,Product6520,Pulse Oximeter,Medical Devices,4,388.06,1552.24,1058.68,493.56,North Branch,Upi,2023,2,Feb,Feb-2023,Q1,Friday,6,31.8,388.06,False,False
INV00368,2023-09-13,CUST1149,Product7242,Baby Lotion,Baby & Mother Care,5,430.35,2151.75,1578.79,572.96,East Branch,Debit Card,2023,9,Sep,Sep-2023,Q3,Wednesday,37,26.63,430.35,False,False
INV00369,2023-10-30,CUST1149,Product5557,Moisturizer Cream,Cosmetics & Skincare,3,261.87,785.61,480.59,305.02,South Branch,Upi,2023,10,Oct,Oct-2023,Q4,Monday,44,38.83,261.87,False,False
INV00370,2023-04-19,CUST1112,Product1614,Hair Oil,Cosmetics & Skincare,2,716.67,1433.34,808.22,625.12,Central Branch,Cash,2023,4,Apr,Apr-2023,Q2,Wednesday,16,43.61,716.67,False,False
INV00371,2023-09-28,CUST1129,Product4607,Breast Pump,Baby & Mother Care,6,218.2,1309.2,1055.48,253.72,East Branch,Upi,2023,9,Sep,Sep-2023,Q3,Thursday,39,19.38,218.2,False,False
INV00372,2023-06-30,CUST1069,Product5958,Antacid Syrup,Otc Medicines,3,190.17,570.51,403.55,166.96,West Branch,Upi,2023,6,Jun,Jun-2023,Q2,Friday,26,29.27,190.17,False,False
INV00373,2023-07-07,CUST1138,Product7534,Baby Food 200G,Baby & Mother Care,6,854.19,5125.14,3597.41,1527.73,Central Branch,Cash,2023,7,Jul,Jul-2023,Q3,Friday,27,29.81,854.19,False,True
INV00374,2023-06-28,CUST1076,Product4109,Chyawanprash 500G,Herbal & Ayurvedic,5,238.05,1190.25,865.32,324.93,West Branch,Insurance,2023,6,Jun,Jun-2023,Q2,Wednesday,26,27.3,238.05,False,False
